,²çäººæ¬¡,ºçäººæ¬¡
2023/10/7 11:00,204,235
2023/10/7 11:10,204,235
2023/10/7 11:20,204,235
2023/10/7 11:30,204,235
2023/10/7 11:40,204,235
2023/10/7 11:50,204,235
2023/10/7 12:00,230,264
2023/10/7 12:10,230,264
2023/10/7 12:20,230,264
2023/10/7 12:30,230,264
2023/10/7 12:40,230,264
2023/10/7 12:50,230,264
2023/10/7 13:00,292,256
2023/10/7 13:10,292,256
2023/10/7 13:20,292,256
2023/10/7 13:30,292,256
2023/10/7 13:40,292,256
2023/10/7 13:50,292,256
2023/10/7 14:00,290,245
2023/10/7 14:10,290,245
2023/10/7 14:20,290,245
2023/10/7 14:30,290,245
2023/10/7 14:40,290,245
2023/10/7 14:50,290,245
2023/10/7 15:00,290,272
2023/10/7 15:10,290,272
2023/10/7 15:20,290,272
2023/10/7 15:30,290,272
2023/10/7 15:40,290,272
2023/10/7 15:50,290,272
2023/10/7 16:00,323,295
2023/10/7 16:10,323,295
2023/10/7 16:20,323,295
2023/10/7 16:30,323,295
2023/10/7 16:40,323,295
2023/10/7 16:50,323,295
2023/10/7 17:00,384,331
2023/10/7 17:10,384,331
2023/10/7 17:20,384,331
2023/10/7 17:30,384,331
2023/10/7 17:40,384,331
2023/10/7 17:50,384,331
2023/10/7 18:00,338,303
2023/10/7 18:10,338,303
2023/10/7 18:20,338,303
2023/10/7 18:30,338,303
2023/10/7 18:40,338,303
2023/10/7 18:50,338,303
2023/10/7 19:00,288,214
2023/10/7 19:10,288,214
2023/10/7 19:20,288,214
2023/10/7 19:30,288,214
2023/10/7 19:40,288,214
2023/10/7 19:50,288,214
2023/10/7 20:00,247,168
2023/10/7 20:10,247,168
2023/10/7 20:20,247,168
2023/10/7 20:30,247,168
2023/10/7 20:40,247,168
2023/10/7 20:50,247,168
2023/10/7 21:00,258,185
2023/10/7 21:10,258,185
2023/10/7 21:20,258,185
2023/10/7 21:30,258,185
2023/10/7 21:40,258,185
2023/10/7 21:50,258,185
2023/10/7 22:00,195,158
2023/10/7 22:10,195,158
2023/10/7 22:20,195,158
2023/10/7 22:30,195,158
2023/10/7 22:40,195,158
2023/10/7 22:50,195,158
2023/10/7 23:00,98,88
2023/10/7 23:10,98,88
2023/10/7 23:20,98,88
2023/10/7 23:30,98,88
2023/10/7 23:40,98,88
2023/10/7 23:50,98,88
2023/10/8 0:00,34,31
2023/10/8 0:10,34,31
2023/10/8 0:20,34,31
2023/10/8 0:30,34,31
2023/10/8 0:40,34,31
2023/10/8 0:50,34,31
2023/10/8 1:00,2,0
2023/10/8 1:10,2,0
2023/10/8 1:20,2,0
2023/10/8 1:30,2,0
2023/10/8 1:40,2,0
2023/10/8 1:50,2,0
2023/10/8 2:00,2,0
2023/10/8 2:10,2,0
2023/10/8 2:20,2,0
2023/10/8 2:30,2,0
2023/10/8 2:40,2,0
2023/10/8 2:50,2,0
2023/10/8 3:00,2,0
2023/10/8 3:10,2,0
2023/10/8 3:20,2,0
2023/10/8 3:30,2,0
2023/10/8 3:40,2,0
2023/10/8 3:50,2,0
2023/10/8 4:00,2,0
2023/10/8 4:10,2,0
2023/10/8 4:20,2,0
2023/10/8 4:30,2,0
2023/10/8 4:40,2,0
2023/10/8 4:50,2,0
2023/10/8 5:00,0,0
2023/10/8 5:10,0,0
2023/10/8 5:20,0,0
2023/10/8 5:30,0,0
2023/10/8 5:40,0,0
2023/10/8 5:50,0,0
2023/10/8 6:00,32,33
2023/10/8 6:10,32,33
2023/10/8 6:20,32,33
2023/10/8 6:30,32,33
2023/10/8 6:40,32,33
2023/10/8 6:50,32,33
2023/10/8 7:00,46,46
2023/10/8 7:10,46,46
2023/10/8 7:20,46,46
2023/10/8 7:30,46,46
2023/10/8 7:40,46,46
2023/10/8 7:50,46,46
2023/10/8 8:00,74,86
2023/10/8 8:10,74,86
2023/10/8 8:20,74,86
2023/10/8 8:30,74,86
2023/10/8 8:40,74,86
2023/10/8 8:50,74,86
2023/10/8 9:00,113,149
2023/10/8 9:10,113,149
2023/10/8 9:20,113,149
2023/10/8 9:30,113,149
2023/10/8 9:40,113,149
2023/10/8 9:50,113,149
2023/10/8 10:00,158,159
2023/10/8 10:10,158,159
2023/10/8 10:20,158,159
2023/10/8 10:30,158,159
2023/10/8 10:40,158,159
2023/10/8 10:50,158,159
2023/10/8 11:00,175,243
2023/10/8 11:10,175,243
2023/10/8 11:20,175,243
2023/10/8 11:30,175,243
2023/10/8 11:40,175,243
2023/10/8 11:50,175,243
2023/10/8 12:00,183,251
2023/10/8 12:10,183,251
2023/10/8 12:20,183,251
2023/10/8 12:30,183,251
2023/10/8 12:40,183,251
2023/10/8 12:50,183,251
2023/10/8 13:00,243,238
2023/10/8 13:10,243,238
2023/10/8 13:20,243,238
2023/10/8 13:30,243,238
2023/10/8 13:40,243,238
2023/10/8 13:50,243,238
2023/10/8 14:00,268,240
2023/10/8 14:10,268,240
2023/10/8 14:20,268,240
2023/10/8 14:30,268,240
2023/10/8 14:40,268,240
2023/10/8 14:50,268,240
2023/10/8 15:00,268,254
2023/10/8 15:10,268,254
2023/10/8 15:20,268,254
2023/10/8 15:30,268,254
2023/10/8 15:40,268,254
2023/10/8 15:50,268,254
2023/10/8 16:00,295,253
2023/10/8 16:10,295,253
2023/10/8 16:20,295,253
2023/10/8 16:30,295,253
2023/10/8 16:40,295,253
2023/10/8 16:50,295,253
2023/10/8 17:00,352,344
2023/10/8 17:10,352,344
2023/10/8 17:20,352,344
2023/10/8 17:30,352,344
2023/10/8 17:40,352,344
2023/10/8 17:50,352,344
2023/10/8 18:00,348,302
2023/10/8 18:10,348,302
2023/10/8 18:20,348,302
2023/10/8 18:30,348,302
2023/10/8 18:40,348,302
2023/10/8 18:50,348,302
2023/10/8 19:00,258,212
2023/10/8 19:10,258,212
2023/10/8 19:20,258,212
2023/10/8 19:30,258,212
2023/10/8 19:40,258,212
2023/10/8 19:50,258,212
2023/10/8 20:00,211,168
2023/10/8 20:10,211,168
2023/10/8 20:20,211,168
2023/10/8 20:30,211,168
2023/10/8 20:40,211,168
2023/10/8 20:50,211,168
2023/10/8 21:00,188,169
2023/10/8 21:10,188,169
2023/10/8 21:20,188,169
2023/10/8 21:30,188,169
2023/10/8 21:40,188,169
2023/10/8 21:50,188,169
2023/10/8 22:00,147,139
2023/10/8 22:10,147,139
2023/10/8 22:20,147,139
2023/10/8 22:30,147,139
2023/10/8 22:40,147,139
2023/10/8 22:50,147,139
2023/10/8 23:00,75,64
2023/10/8 23:10,75,64
2023/10/8 23:20,75,64
2023/10/8 23:30,75,64
2023/10/8 23:40,75,64
2023/10/8 23:50,75,64
2023/10/9 0:00,38,46
2023/10/9 0:10,38,46
2023/10/9 0:20,38,46
2023/10/9 0:30,38,46
2023/10/9 0:40,38,46
2023/10/9 0:50,38,46
2023/10/9 1:00,1,0
2023/10/9 1:10,1,0
2023/10/9 1:20,1,0
2023/10/9 1:30,1,0
2023/10/9 1:40,1,0
2023/10/9 1:50,1,0
2023/10/9 2:00,1,0
2023/10/9 2:10,1,0
2023/10/9 2:20,1,0
2023/10/9 2:30,1,0
2023/10/9 2:40,1,0
2023/10/9 2:50,1,0
2023/10/9 3:00,1,0
2023/10/9 3:10,1,0
2023/10/9 3:20,1,0
2023/10/9 3:30,1,0
2023/10/9 3:40,1,0
2023/10/9 3:50,1,0
2023/10/9 4:00,1,0
2023/10/9 4:10,1,0
2023/10/9 4:20,1,0
2023/10/9 4:30,1,0
2023/10/9 4:40,1,0
2023/10/9 4:50,1,0
2023/10/9 5:00,0,0
2023/10/9 5:10,0,0
2023/10/9 5:20,0,0
2023/10/9 5:30,0,0
2023/10/9 5:40,0,0
2023/10/9 5:50,0,0
2023/10/9 6:00,30,24
2023/10/9 6:10,30,24
2023/10/9 6:20,30,24
2023/10/9 6:30,30,24
2023/10/9 6:40,30,24
2023/10/9 6:50,30,24
2023/10/9 7:00,50,52
2023/10/9 7:10,50,52
2023/10/9 7:20,50,52
2023/10/9 7:30,50,52
2023/10/9 7:40,50,52
2023/10/9 7:50,50,52
2023/10/9 8:00,64,67
2023/10/9 8:10,64,67
2023/10/9 8:20,64,67
2023/10/9 8:30,64,67
2023/10/9 8:40,64,67
2023/10/9 8:50,64,67
2023/10/9 9:00,92,106
2023/10/9 9:10,92,106
2023/10/9 9:20,92,106
2023/10/9 9:30,92,106
2023/10/9 9:40,92,106
2023/10/9 9:50,92,106
2023/10/9 10:00,142,138
2023/10/9 10:10,142,138
2023/10/9 10:20,142,138
2023/10/9 10:30,142,138
2023/10/9 10:40,142,138
2023/10/9 10:50,142,138
2023/10/9 11:00,170,216
2023/10/9 11:10,170,216
2023/10/9 11:20,170,216
2023/10/9 11:30,170,216
2023/10/9 11:40,170,216
2023/10/9 11:50,170,216
2023/10/9 12:00,177,234
2023/10/9 12:10,177,234
2023/10/9 12:20,177,234
2023/10/9 12:30,177,234
2023/10/9 12:40,177,234
2023/10/9 12:50,177,234
2023/10/9 13:00,211,212
2023/10/9 13:10,211,212
2023/10/9 13:20,211,212
2023/10/9 13:30,211,212
2023/10/9 13:40,211,212
2023/10/9 13:50,211,212
2023/10/9 14:00,258,237
2023/10/9 14:10,258,237
2023/10/9 14:20,258,237
2023/10/9 14:30,258,237
2023/10/9 14:40,258,237
2023/10/9 14:50,258,237
2023/10/9 15:00,251,262
2023/10/9 15:10,251,262
2023/10/9 15:20,251,262
2023/10/9 15:30,251,262
2023/10/9 15:40,251,262
2023/10/9 15:50,251,262
2023/10/9 16:00,263,311
2023/10/9 16:10,263,311
2023/10/9 16:20,263,311
2023/10/9 16:30,263,311
2023/10/9 16:40,263,311
2023/10/9 16:50,263,311
2023/10/9 17:00,316,355
2023/10/9 17:10,316,355
2023/10/9 17:20,316,355
2023/10/9 17:30,316,355
2023/10/9 17:40,316,355
2023/10/9 17:50,316,355
2023/10/9 18:00,313,325
2023/10/9 18:10,313,325
2023/10/9 18:20,313,325
2023/10/9 18:30,313,325
2023/10/9 18:40,313,325
2023/10/9 18:50,313,325
2023/10/9 19:00,241,233
2023/10/9 19:10,241,233
2023/10/9 19:20,241,233
2023/10/9 19:30,241,233
2023/10/9 19:40,241,233
2023/10/9 19:50,241,233
2023/10/9 20:00,233,190
2023/10/9 20:10,233,190
2023/10/9 20:20,233,190
2023/10/9 20:30,233,190
2023/10/9 20:40,233,190
2023/10/9 20:50,233,190
2023/10/9 21:00,201,192
2023/10/9 21:10,201,192
2023/10/9 21:20,201,192
2023/10/9 21:30,201,192
2023/10/9 21:40,201,192
2023/10/9 21:50,201,192
2023/10/9 22:00,162,159
2023/10/9 22:10,162,159
2023/10/9 22:20,162,159
2023/10/9 22:30,162,159
2023/10/9 22:40,162,159
2023/10/9 22:50,162,159
2023/10/9 23:00,93,74
2023/10/9 23:10,93,74
2023/10/9 23:20,93,74
2023/10/9 23:30,93,74
2023/10/9 23:40,93,74
2023/10/9 23:50,93,74
2023/10/10 0:00,32,50
2023/10/10 0:10,32,50
2023/10/10 0:20,32,50
2023/10/10 0:30,32,50
2023/10/10 0:40,32,50
2023/10/10 0:50,32,50
2023/10/10 1:00,0,0
2023/10/10 1:10,0,0
2023/10/10 1:20,0,0
2023/10/10 1:30,0,0
2023/10/10 1:40,0,0
2023/10/10 1:50,0,0
2023/10/10 2:00,0,0
2023/10/10 2:10,0,0
2023/10/10 2:20,0,0
2023/10/10 2:30,0,0
2023/10/10 2:40,0,0
2023/10/10 2:50,0,0
2023/10/10 3:00,0,0
2023/10/10 3:10,0,0
2023/10/10 3:20,0,0
2023/10/10 3:30,0,0
2023/10/10 3:40,0,0
2023/10/10 3:50,0,0
2023/10/10 4:00,0,0
2023/10/10 4:10,0,0
2023/10/10 4:20,0,0
2023/10/10 4:30,0,0
2023/10/10 4:40,0,0
2023/10/10 4:50,0,0
2023/10/10 5:00,0,0
2023/10/10 5:10,0,0
2023/10/10 5:20,0,0
2023/10/10 5:30,0,0
2023/10/10 5:40,0,0
2023/10/10 5:50,0,0
2023/10/10 6:00,35,23
2023/10/10 6:10,35,23
2023/10/10 6:20,35,23
2023/10/10 6:30,35,23
2023/10/10 6:40,35,23
2023/10/10 6:50,35,23
2023/10/10 7:00,47,34
2023/10/10 7:10,47,34
2023/10/10 7:20,47,34
2023/10/10 7:30,47,34
2023/10/10 7:40,47,34
2023/10/10 7:50,47,34
2023/10/10 8:00,62,70
2023/10/10 8:10,62,70
2023/10/10 8:20,62,70
2023/10/10 8:30,62,70
2023/10/10 8:40,62,70
2023/10/10 8:50,62,70
2023/10/10 9:00,92,118
2023/10/10 9:10,92,118
2023/10/10 9:20,92,118
2023/10/10 9:30,92,118
2023/10/10 9:40,92,118
2023/10/10 9:50,92,118
2023/10/10 10:00,120,142
2023/10/10 10:10,120,142
2023/10/10 10:20,120,142
2023/10/10 10:30,120,142
2023/10/10 10:40,120,142
2023/10/10 10:50,120,142
2023/10/10 11:00,142,218
2023/10/10 11:10,142,218
2023/10/10 11:20,142,218
2023/10/10 11:30,142,218
2023/10/10 11:40,142,218
2023/10/10 11:50,142,218
2023/10/10 12:00,160,260
2023/10/10 12:10,160,260
2023/10/10 12:20,160,260
2023/10/10 12:30,160,260
2023/10/10 12:40,160,260
2023/10/10 12:50,160,260
2023/10/10 13:00,215,228
2023/10/10 13:10,215,228
2023/10/10 13:20,215,228
2023/10/10 13:30,215,228
2023/10/10 13:40,215,228
2023/10/10 13:50,215,228
2023/10/10 14:00,242,244
2023/10/10 14:10,242,244
2023/10/10 14:20,242,244
2023/10/10 14:30,242,244
2023/10/10 14:40,242,244
2023/10/10 14:50,242,244
2023/10/10 15:00,229,276
2023/10/10 15:10,229,276
2023/10/10 15:20,229,276
2023/10/10 15:30,229,276
2023/10/10 15:40,229,276
2023/10/10 15:50,229,276
2023/10/10 16:00,222,270
2023/10/10 16:10,222,270
2023/10/10 16:20,222,270
2023/10/10 16:30,222,270
2023/10/10 16:40,222,270
2023/10/10 16:50,222,270
2023/10/10 17:00,262,333
2023/10/10 17:10,262,333
2023/10/10 17:20,262,333
2023/10/10 17:30,262,333
2023/10/10 17:40,262,333
2023/10/10 17:50,262,333
2023/10/10 18:00,289,322
2023/10/10 18:10,289,322
2023/10/10 18:20,289,322
2023/10/10 18:30,289,322
2023/10/10 18:40,289,322
2023/10/10 18:50,289,322
2023/10/10 19:00,227,243
2023/10/10 19:10,227,243
2023/10/10 19:20,227,243
2023/10/10 19:30,227,243
2023/10/10 19:40,227,243
2023/10/10 19:50,227,243
2023/10/10 20:00,195,217
2023/10/10 20:10,195,217
2023/10/10 20:20,195,217
2023/10/10 20:30,195,217
2023/10/10 20:40,195,217
2023/10/10 20:50,195,217
2023/10/10 21:00,177,250
2023/10/10 21:10,177,250
2023/10/10 21:20,177,250
2023/10/10 21:30,177,250
2023/10/10 21:40,177,250
2023/10/10 21:50,177,250
2023/10/10 22:00,128,169
2023/10/10 22:10,128,169
2023/10/10 22:20,128,169
2023/10/10 22:30,128,169
2023/10/10 22:40,128,169
2023/10/10 22:50,128,169
2023/10/10 23:00,75,80
2023/10/10 23:10,75,80
2023/10/10 23:20,75,80
2023/10/10 23:30,75,80
2023/10/10 23:40,75,80
2023/10/10 23:50,75,80
2023/10/11 0:00,39,17
2023/10/11 0:10,39,17
2023/10/11 0:20,39,17
2023/10/11 0:30,39,17
2023/10/11 0:40,39,17
2023/10/11 0:50,39,17
2023/10/11 1:00,1,0
2023/10/11 1:10,1,0
2023/10/11 1:20,1,0
2023/10/11 1:30,1,0
2023/10/11 1:40,1,0
2023/10/11 1:50,1,0
2023/10/11 2:00,1,0
2023/10/11 2:10,1,0
2023/10/11 2:20,1,0
2023/10/11 2:30,1,0
2023/10/11 2:40,1,0
2023/10/11 2:50,1,0
2023/10/11 3:00,1,0
2023/10/11 3:10,1,0
2023/10/11 3:20,1,0
2023/10/11 3:30,1,0
2023/10/11 3:40,1,0
2023/10/11 3:50,1,0
2023/10/11 4:00,1,0
2023/10/11 4:10,1,0
2023/10/11 4:20,1,0
2023/10/11 4:30,1,0
2023/10/11 4:40,1,0
2023/10/11 4:50,1,0
2023/10/11 5:00,0,0
2023/10/11 5:10,0,0
2023/10/11 5:20,0,0
2023/10/11 5:30,0,0
2023/10/11 5:40,0,0
2023/10/11 5:50,0,0
2023/10/11 6:00,46,62
2023/10/11 6:10,46,62
2023/10/11 6:20,46,62
2023/10/11 6:30,46,62
2023/10/11 6:40,46,62
2023/10/11 6:50,46,62
2023/10/11 7:00,163,310
2023/10/11 7:10,163,310
2023/10/11 7:20,163,310
2023/10/11 7:30,163,310
2023/10/11 7:40,163,310
2023/10/11 7:50,163,310
2023/10/11 8:00,261,600
2023/10/11 8:10,261,600
2023/10/11 8:20,261,600
2023/10/11 8:30,261,600
2023/10/11 8:40,261,600
2023/10/11 8:50,261,600
2023/10/11 9:00,177,428
2023/10/11 9:10,177,428
2023/10/11 9:20,177,428
2023/10/11 9:30,177,428
2023/10/11 9:40,177,428
2023/10/11 9:50,177,428
2023/10/11 10:00,117,299
2023/10/11 10:10,117,299
2023/10/11 10:20,117,299
2023/10/11 10:30,117,299
2023/10/11 10:40,117,299
2023/10/11 10:50,117,299
2023/10/11 11:00,128,296
2023/10/11 11:10,128,296
2023/10/11 11:20,128,296
2023/10/11 11:30,128,296
2023/10/11 11:40,128,296
2023/10/11 11:50,128,296
2023/10/11 12:00,200,290
2023/10/11 12:10,200,290
2023/10/11 12:20,200,290
2023/10/11 12:30,200,290
2023/10/11 12:40,200,290
2023/10/11 12:50,200,290
2023/10/11 13:00,216,248
2023/10/11 13:10,216,248
2023/10/11 13:20,216,248
2023/10/11 13:30,216,248
2023/10/11 13:40,216,248
2023/10/11 13:50,216,248
2023/10/11 14:00,184,237
2023/10/11 14:10,184,237
2023/10/11 14:20,184,237
2023/10/11 14:30,184,237
2023/10/11 14:40,184,237
2023/10/11 14:50,184,237
2023/10/11 15:00,229,206
2023/10/11 15:10,229,206
2023/10/11 15:20,229,206
2023/10/11 15:30,229,206
2023/10/11 15:40,229,206
2023/10/11 15:50,229,206
2023/10/11 16:00,297,212
2023/10/11 16:10,297,212
2023/10/11 16:20,297,212
2023/10/11 16:30,297,212
2023/10/11 16:40,297,212
2023/10/11 16:50,297,212
2023/10/11 17:00,525,357
2023/10/11 17:10,525,357
2023/10/11 17:20,525,357
2023/10/11 17:30,525,357
2023/10/11 17:40,525,357
2023/10/11 17:50,525,357
2023/10/11 18:00,640,409
2023/10/11 18:10,640,409
2023/10/11 18:20,640,409
2023/10/11 18:30,640,409
2023/10/11 18:40,640,409
2023/10/11 18:50,640,409
2023/10/11 19:00,370,262
2023/10/11 19:10,370,262
2023/10/11 19:20,370,262
2023/10/11 19:30,370,262
2023/10/11 19:40,370,262
2023/10/11 19:50,370,262
2023/10/11 20:00,260,163
2023/10/11 20:10,260,163
2023/10/11 20:20,260,163
2023/10/11 20:30,260,163
2023/10/11 20:40,260,163
2023/10/11 20:50,260,163
2023/10/11 21:00,289,171
2023/10/11 21:10,289,171
2023/10/11 21:20,289,171
2023/10/11 21:30,289,171
2023/10/11 21:40,289,171
2023/10/11 21:50,289,171
2023/10/11 22:00,266,124
2023/10/11 22:10,266,124
2023/10/11 22:20,266,124
2023/10/11 22:30,266,124
2023/10/11 22:40,266,124
2023/10/11 22:50,266,124
2023/10/11 23:00,97,50
2023/10/11 23:10,97,50
2023/10/11 23:20,97,50
2023/10/11 23:30,97,50
2023/10/11 23:40,97,50
2023/10/11 23:50,97,50
2023/10/12 0:00,45,21
2023/10/12 0:10,45,21
2023/10/12 0:20,45,21
2023/10/12 0:30,45,21
2023/10/12 0:40,45,21
2023/10/12 0:50,45,21
2023/10/12 1:00,2,0
2023/10/12 1:10,2,0
2023/10/12 1:20,2,0
2023/10/12 1:30,2,0
2023/10/12 1:40,2,0
2023/10/12 1:50,2,0
2023/10/12 2:00,2,0
2023/10/12 2:10,2,0
2023/10/12 2:20,2,0
2023/10/12 2:30,2,0
2023/10/12 2:40,2,0
2023/10/12 2:50,2,0
2023/10/12 3:00,2,0
2023/10/12 3:10,2,0
2023/10/12 3:20,2,0
2023/10/12 3:30,2,0
2023/10/12 3:40,2,0
2023/10/12 3:50,2,0
2023/10/12 4:00,2,0
2023/10/12 4:10,2,0
2023/10/12 4:20,2,0
2023/10/12 4:30,2,0
2023/10/12 4:40,2,0
2023/10/12 4:50,2,0
2023/10/12 5:00,0,0
2023/10/12 5:10,0,0
2023/10/12 5:20,0,0
2023/10/12 5:30,0,0
2023/10/12 5:40,0,0
2023/10/12 5:50,0,0
2023/10/12 6:00,50,65
2023/10/12 6:10,50,65
2023/10/12 6:20,50,65
2023/10/12 6:30,50,65
2023/10/12 6:40,50,65
2023/10/12 6:50,50,65
2023/10/12 7:00,168,313
2023/10/12 7:10,168,313
2023/10/12 7:20,168,313
2023/10/12 7:30,168,313
2023/10/12 7:40,168,313
2023/10/12 7:50,168,313
2023/10/12 8:00,272,533
2023/10/12 8:10,272,533
2023/10/12 8:20,272,533
2023/10/12 8:30,272,533
2023/10/12 8:40,272,533
2023/10/12 8:50,272,533
2023/10/12 9:00,170,383
2023/10/12 9:10,170,383
2023/10/12 9:20,170,383
2023/10/12 9:30,170,383
2023/10/12 9:40,170,383
2023/10/12 9:50,170,383
2023/10/12 10:00,130,261
2023/10/12 10:10,130,261
2023/10/12 10:20,130,261
2023/10/12 10:30,130,261
2023/10/12 10:40,130,261
2023/10/12 10:50,130,261
2023/10/12 11:00,131,231
2023/10/12 11:10,131,231
2023/10/12 11:20,131,231
2023/10/12 11:30,131,231
2023/10/12 11:40,131,231
2023/10/12 11:50,131,231
2023/10/12 12:00,196,273
2023/10/12 12:10,196,273
2023/10/12 12:20,196,273
2023/10/12 12:30,196,273
2023/10/12 12:40,196,273
2023/10/12 12:50,196,273
2023/10/12 13:00,208,236
2023/10/12 13:10,208,236
2023/10/12 13:20,208,236
2023/10/12 13:30,208,236
2023/10/12 13:40,208,236
2023/10/12 13:50,208,236
2023/10/12 14:00,182,211
2023/10/12 14:10,182,211
2023/10/12 14:20,182,211
2023/10/12 14:30,182,211
2023/10/12 14:40,182,211
2023/10/12 14:50,182,211
2023/10/12 15:00,225,203
2023/10/12 15:10,225,203
2023/10/12 15:20,225,203
2023/10/12 15:30,225,203
2023/10/12 15:40,225,203
2023/10/12 15:50,225,203
2023/10/12 16:00,280,218
2023/10/12 16:10,280,218
2023/10/12 16:20,280,218
2023/10/12 16:30,280,218
2023/10/12 16:40,280,218
2023/10/12 16:50,280,218
2023/10/12 17:00,509,337
2023/10/12 17:10,509,337
2023/10/12 17:20,509,337
2023/10/12 17:30,509,337
2023/10/12 17:40,509,337
2023/10/12 17:50,509,337
2023/10/12 18:00,652,406
2023/10/12 18:10,652,406
2023/10/12 18:20,652,406
2023/10/12 18:30,652,406
2023/10/12 18:40,652,406
2023/10/12 18:50,652,406
2023/10/12 19:00,392,284
2023/10/12 19:10,392,284
2023/10/12 19:20,392,284
2023/10/12 19:30,392,284
2023/10/12 19:40,392,284
2023/10/12 19:50,392,284
2023/10/12 20:00,264,162
2023/10/12 20:10,264,162
2023/10/12 20:20,264,162
2023/10/12 20:30,264,162
2023/10/12 20:40,264,162
2023/10/12 20:50,264,162
2023/10/12 21:00,292,186
2023/10/12 21:10,292,186
2023/10/12 21:20,292,186
2023/10/12 21:30,292,186
2023/10/12 21:40,292,186
2023/10/12 21:50,292,186
2023/10/12 22:00,291,126
2023/10/12 22:10,291,126
2023/10/12 22:20,291,126
2023/10/12 22:30,291,126
2023/10/12 22:40,291,126
2023/10/12 22:50,291,126
2023/10/12 23:00,130,54
2023/10/12 23:10,130,54
2023/10/12 23:20,130,54
2023/10/12 23:30,130,54
2023/10/12 23:40,130,54
2023/10/12 23:50,130,54
2023/10/13 0:00,63,40
2023/10/13 0:10,63,40
2023/10/13 0:20,63,40
2023/10/13 0:30,63,40
2023/10/13 0:40,63,40
2023/10/13 0:50,63,40
2023/10/13 1:00,2,0
2023/10/13 1:10,2,0
2023/10/13 1:20,2,0
2023/10/13 1:30,2,0
2023/10/13 1:40,2,0
2023/10/13 1:50,2,0
2023/10/13 2:00,2,0
2023/10/13 2:10,2,0
2023/10/13 2:20,2,0
2023/10/13 2:30,2,0
2023/10/13 2:40,2,0
2023/10/13 2:50,2,0
2023/10/13 3:00,2,0
2023/10/13 3:10,2,0
2023/10/13 3:20,2,0
2023/10/13 3:30,2,0
2023/10/13 3:40,2,0
2023/10/13 3:50,2,0
2023/10/13 4:00,2,0
2023/10/13 4:10,2,0
2023/10/13 4:20,2,0
2023/10/13 4:30,2,0
2023/10/13 4:40,2,0
2023/10/13 4:50,2,0
2023/10/13 5:00,0,0
2023/10/13 5:10,0,0
2023/10/13 5:20,0,0
2023/10/13 5:30,0,0
2023/10/13 5:40,0,0
2023/10/13 5:50,0,0
2023/10/13 6:00,52,64
2023/10/13 6:10,52,64
2023/10/13 6:20,52,64
2023/10/13 6:30,52,64
2023/10/13 6:40,52,64
2023/10/13 6:50,52,64
2023/10/13 7:00,171,302
2023/10/13 7:10,171,302
2023/10/13 7:20,171,302
2023/10/13 7:30,171,302
2023/10/13 7:40,171,302
2023/10/13 7:50,171,302
2023/10/13 8:00,261,517
2023/10/13 8:10,261,517
2023/10/13 8:20,261,517
2023/10/13 8:30,261,517
2023/10/13 8:40,261,517
2023/10/13 8:50,261,517
2023/10/13 9:00,176,397
2023/10/13 9:10,176,397
2023/10/13 9:20,176,397
2023/10/13 9:30,176,397
2023/10/13 9:40,176,397
2023/10/13 9:50,176,397
2023/10/13 10:00,126,248
2023/10/13 10:10,126,248
2023/10/13 10:20,126,248
2023/10/13 10:30,126,248
2023/10/13 10:40,126,248
2023/10/13 10:50,126,248
2023/10/13 11:00,145,238
2023/10/13 11:10,145,238
2023/10/13 11:20,145,238
2023/10/13 11:30,145,238
2023/10/13 11:40,145,238
2023/10/13 11:50,145,238
2023/10/13 12:00,230,260
2023/10/13 12:10,230,260
2023/10/13 12:20,230,260
2023/10/13 12:30,230,260
2023/10/13 12:40,230,260
2023/10/13 12:50,230,260
2023/10/13 13:00,259,230
2023/10/13 13:10,259,230
2023/10/13 13:20,259,230
2023/10/13 13:30,259,230
2023/10/13 13:40,259,230
2023/10/13 13:50,259,230
2023/10/13 14:00,233,217
2023/10/13 14:10,233,217
2023/10/13 14:20,233,217
2023/10/13 14:30,233,217
2023/10/13 14:40,233,217
2023/10/13 14:50,233,217
2023/10/13 15:00,285,219
2023/10/13 15:10,285,219
2023/10/13 15:20,285,219
2023/10/13 15:30,285,219
2023/10/13 15:40,285,219
2023/10/13 15:50,285,219
2023/10/13 16:00,373,246
2023/10/13 16:10,373,246
2023/10/13 16:20,373,246
2023/10/13 16:30,373,246
2023/10/13 16:40,373,246
2023/10/13 16:50,373,246
2023/10/13 17:00,576,414
2023/10/13 17:10,576,414
2023/10/13 17:20,576,414
2023/10/13 17:30,576,414
2023/10/13 17:40,576,414
2023/10/13 17:50,576,414
2023/10/13 18:00,641,470
2023/10/13 18:10,641,470
2023/10/13 18:20,641,470
2023/10/13 18:30,641,470
2023/10/13 18:40,641,470
2023/10/13 18:50,641,470
2023/10/13 19:00,422,361
2023/10/13 19:10,422,361
2023/10/13 19:20,422,361
2023/10/13 19:30,422,361
2023/10/13 19:40,422,361
2023/10/13 19:50,422,361
2023/10/13 20:00,312,201
2023/10/13 20:10,312,201
2023/10/13 20:20,312,201
2023/10/13 20:30,312,201
2023/10/13 20:40,312,201
2023/10/13 20:50,312,201
2023/10/13 21:00,346,200
2023/10/13 21:10,346,200
2023/10/13 21:20,346,200
2023/10/13 21:30,346,200
2023/10/13 21:40,346,200
2023/10/13 21:50,346,200
2023/10/13 22:00,339,174
